index,premise,hypothesis,pattern,type,section_id,pattern_label,lexical_jaccard,lexical_coverage,digits_premise,digits_hypothesis,pct_premise,pct_hypothesis,units_premise,units_hypothesis,numeric_total,neg_premise,neg_hypothesis,neg_total,words_premise,words_hypothesis,trial_primary,trial_secondary,KATE_correct,P1_ft_correct
25,"Inclusion Criteria:
  Subjects who were confirmed to have a response after receiving at least two courses of weekly paclitaxel therapy and considered to need to continue the therapy by the investigator/subinvestigator among the patients with advanced or recurrent breast cancer who had met the selection criteria and participated in the preceding phase II clinical study

  The patient is ambulatory with a functional ECOG < 2 status (see Appendix 2).","the secondary trial  candidates must meet some Performance Status condition to participate, whereas this is not required to be accepted into the primary trial",10,Comparison,Eligibility,P1✓ KATE✗,0.05555555555555555,0.19047619047619047,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,69.0,24.0,1.0,1.0,False,True
28,No evidence of dementia - Mini Mental State Examination (MMSE) >=23 but some evidence of cognitive impairment,patients with Fronto-temporal dementia or Mixed dementia are eligible for the primary trial,11,Single,Eligibility,Les 2 corrects,0.038461538461538464,0.07692307692307693,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,16.0,14.0,1.0,0.0,True,True
30,"Exclusion Criteria:
  History of clotting disorder (hypercoagulable state)

  Have breast implant(s);",Patients that have a history of pulmonary embolisms and currently have breast implants cannot participate in the secondary trial or the primary trial.,01,Comparison,Eligibility,P1✗ KATE✓,0.14285714285714285,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,23.0,1.0,1.0,True,False
34,"DISEASE CHARACTERISTICS:
  Diagnosis of cerebral metastases meeting the following criteria:
  One to three presumed brain metastases

  No previous diagnosis of cancer except basal cell carcinoma, resected Stage I melanoma or in situ cervical carcinoma. Volunteers may have had a prior history of other cancers > 3 years which required only local resection, local radiation and/or hormonal therapy such as androgen blockade.","Diagnosis of 2-3 cerebral metastases will result in exclusion from the secondary trial, however patients with this diagnosis may still be eligilbe for the primary trial.",11,Comparison,Eligibility,Les 2 corrects,0.11428571428571428,0.3333333333333333,1.0,2.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0,61.0,27.0,1.0,1.0,True,True
35,No meningeal carcinomatosis,A patient diagnosed with a leptomeningeal carcinoma would not be eligible for the primary trial,11,Single,Eligibility,Les 2 corrects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,15.0,1.0,0.0,True,True
36,"Exclusion Criteria:
  Use of Herceptin in previous 5 months

  PRIOR CONCURRENT THERAPY:
  No prior gabapentin or pregabalin","Prior treatment with gabapentin or herceptin within the last year, will result in exclusion from the secondary trial, but not from the primary trial.",11,Comparison,Eligibility,Les 2 corrects,0.2,0.3,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,17.0,24.0,1.0,1.0,True,True
38,"Patients who require use of coumarin-derivative anticoagulants such as warfarin are excluded. Low molecular weight heparin is permitted for prophylactic or therapeutic use. Low-dose warfarin (less than or equal to 1 mg/day) is permitted.

Inclusion Criteria:
  Subjects with histopathologically confirmed diagnosis of advanced breast, gastric, head and neck, liver and non-small cell lung cancer.
  For subjects with non-small cell lung cancer only:
  Most recent treatment must be erlotinib and subjects must have had a radiographic partial or complete response to treatment as defined by RECIST criteria and should be currently progressing after the documented response.
  A documented mutation in EGFR exons 19 or 21
  Subjects must have no further standard of care options or have refused standard therapy
  Measurable or evaluable disease
  Age  18 years
  ECOG performance < 2
  Life expectancy  3 months
  If female, neither pregnant or lactating
  If of child bearing potential, must use adequate birth control
  Absolute neutrophil count  1,500/µL; platelets  100,000/µL;
  Creatinine  1.5x upper limit of normal (ULN) or calculated creatinine clearance  60mL/min/1.73m2
  Total bilirubin  1.5x ULN; AST/ALT  2.5x ULN. In subjects with documented liver metastases, the AST/ALT may be  5x ULN
  Prothrombin time 1.5x ULN, unless receiving therapeutic anticoagulation
  Serum magnesium and potassium within normal limits (may use supplements to achieve normal values)
  Subjects with brain metastases are eligible if controlled on a stable dose  10mg prednisone/day or its equivalent dose of steroids
  Able to render informed consent and to follow protocol requirements.
Exclusion Criteria:
  Anticancer therapy within 4 weeks of study entry.
  Use of investigational agent(s) within 30 days of study entry
  History of cardiac disease with a New York Heart Association (NYHA) Class II or greater congestive heart failure (CHF), myocardial infarction (MI) or unstable angina in the past 6 months prior to Day 1 of treatment, serious arrhythmias requiring medication for treatment.
  Known infection with human immunodeficiency virus (HIV), hepatitis B or hepatitis C. Subjects with liver cancer and hepatitis may be eligible.","CBT based treatments are prohibited for the primary trial candidates, however they may still be eligible for the secondary trial.",11,Comparison,Eligibility,Les 2 corrects,0.027149321266968326,0.35294117647058826,41.0,0.0,0.0,0.0,8.0,0.0,49.0,2.0,0.0,2.0,340.0,20.0,1.0,1.0,True,True
41,"Thrombotic or embolic events such as a stroke and transient ischemic attack within the past 6 months.

Inclusion Criteria:
  Histologically confirmed breast cancer with accompanying pathology report;
  Submit unstained representative tumor specimen, either as a paraffin block (preferred) or  10 unstained slides
  Received at least 2 lines of systemic therapy in the advanced setting (for enzalutamide alone arm only);
  Eastern Cooperative Oncology Group performance (ECOG) status of 0 or 1;
  Estimated life expectancy of at least 3 months
Exclusion Criteria:
  Severe concurrent disease, infection, or comorbidity that, in the judgment of the Investigator, would make the patient inappropriate for enrollment;
  Pregnant or lactating;
  Known or suspected brain metastasis or leptomeningeal disease;
  History of another malignancy within the previous 5 years other than curatively treated in situ carcinomas;
  For patients who are enrolled to receive enzalutamide plus anastrozole or exemestane or fulvestrant must not have received tamoxifen or any medication known to be a potent CYP3A4 inducer or inhibitor.","Patients that have suffered a pulmonary embolism within the last 3 years are excluded from the primary trial, but may be eligible for the secondary trial depending on the Investigators decision",10,Comparison,Eligibility,P1✓ KATE✗,0.08029197080291971,0.4074074074074074,10.0,1.0,0.0,0.0,3.0,1.0,15.0,1.0,0.0,1.0,158.0,31.0,1.0,1.0,False,True
55,"Inclusion Criteria
  Patients with histologically proven DCIS or stage I-III invasive carcinoma of the breast that is estrogen and/or progesterone receptor positive by immunohistochemical staining who are considering aromatase inhibitor therapy; women may receive the AI on this study as initial adjuvant hormonal treatment or following tamoxifen; patients must have completed any adjuvant chemotherapy; patients may have received preoperative chemotherapy",Patients diagnosed with Ductal carcinoma in situ who are considering AI therapy are eligible for the primary trial.,11,Single,Eligibility,Les 2 corrects,0.14754098360655737,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,18.0,1.0,0.0,True,True
60,"Inclusion Criteria:
  Prior written consent in participating in the study by the subject or his/her private attorney.
  Japanese female >=18 years of age.

Inclusion Criteria:
  A subject was eligible for inclusion in this study only if all of the following criteria apply:
  Subjects must have histologically confirmed invasive breast cancer with Stage IV disease at primary diagnosis or at relapse after curative-intent surgery. Where the disease was restricted to a solitary lesion, the neoplastic nature of the lesion should have been confirmed by cytology or histology.
  Documented amplification of ErbB2 3+ by immunohistochemistry or a positive score (>2.2) by FISH using a local laboratory result (which was considered sufficient in this study with no further verification by a central laboratory).
  Subjects must have received no more than one prior chemotherapeutic regimen in the metastatic setting.
  If a taxane had been administered in the neoadjuvant, adjuvant or metastatic setting, progression must have occurred 12 months after completion of this treatment.
  Prior therapy with radiation for this breast cancer population was permitted if it was administered in the neoadjuvant or adjuvant non metastatic setting. Radiotherapy given in the metastatic setting, prior to initiation of study medication, was allowed to a limited area (e.g., palliative therapy and involving less than 25% of bone marrow), if it was not the sole site of disease. Subjects must have completed radiation treatment and recovered from all acute radiation treatment related toxicities (e.g., bone marrow suppression) prior to commencement of combination treatment.
  The subject must have received all prior chemotherapy treatment at least 4 weeks prior to enrollment in this study and must have recovered from all related toxicities. Subjects who have received weekly dose of prior chemotherapy e.g. gemcitabine or capecitabine may enroll 2 to 3 weeks after cessation of treatment provided that they have recovered from all related toxicities.
  Prior therapy with trastuzumab in the neoadjuvant, adjuvant or metastatic setting was permitted. The subject must have received all prior trastuzumab treatment at least 4 weeks prior to enrollment in this study and must have recovered from all related toxicities.
  Prior endocrine therapy was permitted in the neoadjuvant or adjuvant or metastatic setting. The subject must have received all prior endocrine treatment at least 1 week prior to enrollment in this study and must have recovered from all related toxicities.
  Prior diagnosis of cancer was allowed as long as the subject was free of disease for 5 years. Subjects with completely resected basal or squamous cell skin cancer, thyroid cancer or successfully treated cervical carcinoma in-situ were allowed if it had been 1 year or greater since definitive surgery.
  Subjects must have had measurable disease, according to Response Evaluation Criteria in Solid Tumors (RECIST) guidelines; defined as at least 1 lesion that can be accurately measured in at least 1 dimension (longest diameter [LD] to be recorded) by mammogram, ultrasound or physical exam [Therasse, 2000].
  Subjects with liver metastases or stable chronic liver disease were permitted into the study.
  Women 18 years of age:
  Non-child-bearing potential (i.e., women with functioning ovaries who had a current documented tubal ligation or hysterectomy, or women who were postmenopausal); or
  Child-bearing potential (i.e., women with functioning ovaries and no documented impairment of oviductal or uterine function that would cause sterility). This category included women with oligomenorrhoea (severe), women who were perimenopausal and young women who had begun to menstruate. These subjects must provided a negative serum pregnancy test at Screening and agree to 1 of the following:
  Complete abstinence from intercourse from 2 weeks prior to administration of the first dose of study medication until 5 days after the final dose of study medication; or
  Consistent and correct use of one of the following acceptable methods of birth control:
  Male partner who was sterile prior to the female subject's entry into the study and was the sole sexual partner for that female subject.
  Implants of levonorgestrel.
  Injectable progestogen.
  Any intrauterine device with a documented failure rate of less than 1% per year.
  Oral contraceptives (either combined or progestogen only).
  Barrier methods, including diaphragm or condom with a spermicide.
  Considered by the Investigator to have a life expectancy of 6 months.
  ECOG Performance Status (PS) of 0 or 1 (Karnofsky 80%) [Oken, 1982].
  Subjects must have had normal organ and marrow function as below:
  Hematologic
  Absolute neutrophil count 1.5 × 10^9/L
  Hemoglobin 9 g/dL
  Platelets 100 × 10^9/L
  Hepatic
  Serum bilirubin  upper limit of normal (ULN)
  Aspartate aminotransferase 3 × ULN without liver metastases and alanine aminotransferase 5 × ULN if documented liver metastases
  Renal
  Serum creatinine 1.5 mg/dL
  OR -
  Calculated creatinine clearance 40 mL/min
  Subjects must have had a cardiac ejection fraction of >50% as measured by echocardiogram (ECHO) or multigated acquisition scan (MUGA) and within the institutional range of normal.
  Subjects with stable central nervous system metastases (stable for at least 3 months) as confirmed by computerized tomography (CT)/magnetic resonance imaging (MRI) or evidence of leptomeningeal involvement were eligible only if they were not taking steroids or enzyme-inducing anticonvulsants.
  Subject must have been free of gastrointestinal diseases that impede swallowing and retaining of oral medications.
  Signed, informed consent prior to registration.
  Bisphosphonate therapy for bone metastases was allowed; however, treatment must be initiated prior to the first dose of study medication. Prophylactic use of bisphosphonates in subjects without bone disease, except for the treatment of osteoporosis, was not permitted.
  Subjects whose disease was estrogen receptor + and/or progesterone receptor + or unknown status were included in the study if they met the following criteria:
  They had symptomatic visceral disease that required chemotherapy.
  Significant visceral organ tumor burden
  The disease was considered by the Investigator to be progressing rapidly or life threatening.
  Subjects who have received prior endocrine therapy and who were no longer benefiting from this therapy.
Exclusion Criteria:
  A subject was not be eligible for inclusion in this study if any of the following criteria apply:
  Subjects who received more than one prior chemotherapeutic regimen in the metastatic setting
  Subjects taking treatment with medications provided in the list of restricted medications and substances in the drug information section for lapatinib were not eligible for the study. This included human immunodeficiency virus-positive subjects receiving combination anti-retroviral therapy because of possible pharmacokinetic interactions with lapatinib.
  Prior treatment with lapatinib.
  Concurrent anticancer or concomitant radiotherapy treatment;
  Concurrent treatment with prohibited medications;
  Use of an investigational drug within 30 days or 5 half-lives, whichever was longer, preceding the first dose of investigational treatment, or, concurrent treatment with an investigational agent or participation in another clinical trial involving investigational agents.
  Known history of allergic reactions attributed to compounds of similar chemical or biologic composition to lapatinib or nab-paclitaxel or excipients;
  Known history of uncontrolled inter-current illness including, but not limited to, ongoing or active infection, symptomatic congestive heart failure, unstable angina pectoris, clinically significant cardiac arrhythmia, or psychiatric illness/social situations that would have limited compliance with study requirements.
  Had active hepatic or biliary disease (with exception of patients with Gilbert's syndrome, asymptomatic gallstones, liver metastases or stable chronic liver disease per investigator assessment)
  Concurrent disease or condition that would make the subject inappropriate for study participation or any serious medical disorder that would interfere with the subject's safety.
  Pregnant or lactating females at any time during the study (due to the potential teratogenic or abortifacient effects of lapatinib and breastfeeding).
  Subjects with diseases affecting gastrointestinal function resulting in an inability to take oral medication, including; malabsorption syndrome, a requirement for iv alimentation, prior surgical procedures affecting absorption e.g. gastric resection and uncontrolled inflammatory bowel disease (e.g., Crohn's, ulcerative colitis).
  Peripheral neuropathy of Grade 2 or greater.
  Unresolved or unstable, serious toxicity from prior administration of another investigational drug and/or of prior cancer treatment.
  History of prior malignancy. However, subjects who had been disease-free for 5 years, or subjects with completely resected basal or squamous cell skin cancer, thyroid cancer or successfully treated cervical carcinoma in situ were eligible if it had been at least 1 year since definitive surgery.
  or rendering of informed consent.
  Other Eligibility Criteria Considerations:
  To assess any potential impact on subject eligibility with regard to safety, the Investigator must refer to the following document(s) for detailed information regarding warnings, precautions, contraindications, AEs, and other significant data pertaining to the investigational product(s) being used in this study: Clinical Investigator's Brochure (IB), SPM, and the nab-paclitaxel Product Label.","Only female patients of a specific nationality can take part in the primary trial, no such condition is required for participation in the secondary trial.",01,Comparison,Eligibility,P1✗ KATE✓,0.0299625468164794,0.7272727272727273,65.0,0.0,4.0,0.0,19.0,0.0,95.0,10.0,1.0,11.0,1427.0,25.0,2.0,1.0,True,False
64,"DISEASE CHARACTERISTICS:
  Lesions must not be within 5 mm of the optic chiasm or within the brainstem
  Diagnosis of cerebral metastases meeting the following criteria:
  One to three presumed brain metastases

  No previous diagnosis of cancer except basal cell carcinoma, resected Stage I melanoma or in situ cervical carcinoma. Volunteers may have had a prior history of other cancers > 3 years which required only local resection, local radiation and/or hormonal therapy such as androgen blockade.","Diagnosis of 2-3 cerebral metastases within the brainstem will result in exclusion from the secondary trial, however patients with this diagnosis may still be eligilbe for the primary trial.",11,Comparison,Eligibility,Les 2 corrects,0.13924050632911392,0.4230769230769231,2.0,2.0,0.0,0.0,1.0,0.0,7.0,2.0,0.0,2.0,76.0,30.0,1.0,1.0,True,True
67,"Significant cardiovascular impairment:
  Congestive heart failure, Clinically significant cardiac arrhythmia, history or current evidence of a myocardial infarction during the last 6 months, and/or a current ECG tracing that is abnormal in the opinion of the treating Investigator, or unstable angina
  QTc prolongation >480 msec (Bazett's Formula) or congenitally long QT syndrome (LQTS)
  Severe/uncontrolled concurrent illness/infection

Exclusion Criteria:
  uncontrolled cardiovascular disease",Any patients with Significant or uncontrolled cardiovascular impairment cannot participate in either the primary trial or the secondary trial.,11,Comparison,Eligibility,Les 2 corrects,0.1111111111111111,0.4375,4.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,65.0,19.0,1.0,1.0,True,True
68,"Inclusion Criteria:
  Clinical, Radiographic and Histological diagnosis of Benign Breast Disease.
  Benign Breast disease amenable to hormonal therapy.

DISEASE CHARACTERISTICS:
  History of breast cancer including ductal carcinoma in situ or lobular carcinoma in situ
  - Treated with surgery and/or adjuvant therapy with a curative intent or patients not preferring to take hormones because of concern for breast cancer",Patients diagnosed with malignant ductal carcinoma in situ are eligible for the secondary trial but excluded from the primary trial.,00,Comparison,Eligibility,Les 2 en erreur,0.13725490196078433,0.3888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,58.0,20.0,1.0,1.0,False,False
70,"Diagnosis of anemia only due to iron-deficiency
  Diagnosis of thalasemic syndromes

  Diagnosis of fibromyalgia","Any cancer patient diagnosed with either Epilepsy , thalasemic syndromes or anemia cannot be eligible for both the primary trial and the secondary trial.",11,Comparison,Eligibility,Les 2 corrects,0.10344827586206896,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,23.0,1.0,1.0,True,True
76,"Inclusion Criteria:
  Signed informed consent form;
  Histologically verified diagnosis of stage IIb/III/IV breast cancer;

Inclusion Criteria:
  Written informed consent
  The diagnosis of breast cancer can be made by fine-needle aspiration (FNA), core, or tru-cut biopsy. Biopsy must demonstrate invasive adenocarcinoma.
  Patients must have a life expectancy of at least 1 year, excluding their diagnosis of cancer.
  Patients must have a mass on clinical or radiological examination of >1 cm and must be confined to either the breast or to the breast and ipsilateral axilla. Multiple masses permitted, provided one of them is >1cm.","Patients with stage 4 cancer are eligible for the secondary trial and the primary trial, if they provide informed consent.",00,Comparison,Eligibility,Les 2 en erreur,0.09090909090909091,0.3888888888888889,3.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,97.0,20.0,1.0,1.0,False,False
82,"Inclusion Criteria:
  Signed informed consent form;
  Histologically verified diagnosis of stage IIb/III/IV breast cancer;

Inclusion Criteria:
  Written informed consent
  The diagnosis of breast cancer can be made by fine-needle aspiration (FNA), core, or tru-cut biopsy. Biopsy must demonstrate invasive adenocarcinoma.
  Patients must have a life expectancy of at least 1 year, excluding their diagnosis of cancer.
  Patients must have a mass on clinical or radiological examination of >1 cm and must be confined to either the breast or to the breast and ipsilateral axilla. Multiple masses permitted, provided one of them is >1cm.","Patients with stage 4 cancer are not eligible for the secondary trial, however they are eligible for the primary trial.",10,Comparison,Eligibility,P1✓ KATE✗,0.05194805194805195,0.26666666666666666,3.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,1.0,97.0,20.0,1.0,1.0,False,True
